# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 734K of event 'L1-dcache-load-misses'
# Event count (approx.): 2587119064
#
# Overhead  Command    Shared Object      Symbol                                        
# ........  .........  .................  ..............................................
#
     0.00%  diag_mult  [kernel.kallsyms]    [k] __vma_adjust
     0.00%  diag_mult  [kernel.kallsyms]    [k] security_vm_enough_memory_mm
     0.00%  diag_mult  [kernel.kallsyms]    [k] hrtimer_active
     0.00%  diag_mult  [kernel.kallsyms]    [k] native_sched_clock
     0.00%  diag_mult  [kernel.kallsyms]    [k] rcu_segcblist_extract_done_cbs
     0.00%  diag_mult  [kernel.kallsyms]    [k] do_page_fault
     0.00%  diag_mult  [kernel.kallsyms]    [k] inc_zone_page_state
     0.00%  diag_mult  [kernel.kallsyms]    [k] cpu_load_update_active
     0.00%  diag_mult  [kernel.kallsyms]    [k] down_read_trylock
     0.00%  diag_mult  [kernel.kallsyms]    [k] __pte_alloc
     0.00%  diag_mult  [kernel.kallsyms]    [k] pick_next_task_stop
     0.00%  diag_mult  [kernel.kallsyms]    [k] put_prev_task_fair
     0.00%  diag_mult  [kernel.kallsyms]    [k] read_hpet
     0.00%  diag_mult  [kernel.kallsyms]    [k] dst_destroy
     0.00%  diag_mult  [kernel.kallsyms]    [k] tick_program_event
     0.00%  diag_mult  [kernel.kallsyms]    [k] get_task_policy.part.31
     0.00%  diag_mult  [kernel.kallsyms]    [k] __copy_skb_header
     0.00%  diag_mult  [kernel.kallsyms]    [k] get_pwq.isra.20
     0.00%  diag_mult  [kernel.kallsyms]    [k] mod_timer
     0.00%  diag_mult  [kernel.kallsyms]    [k] activate_task
     0.00%  diag_mult  [kernel.kallsyms]    [k] dequeue_rt_stack
     0.00%  diag_mult  [kernel.kallsyms]    [k] enqueue_top_rt_rq
     0.00%  diag_mult  [intel_rapl]         [k] msrl_update_func
     0.00%  diag_mult  [kernel.kallsyms]    [k] __rdmsr_on_cpu
     0.00%  diag_mult  [kernel.kallsyms]    [k] check_cfs_rq_runtime
     0.00%  diag_mult  [kernel.kallsyms]    [k] clocksource_watchdog
     0.00%  diag_mult  [kernel.kallsyms]    [k] do_wp_page
     0.00%  diag_mult  [intel_rapl]         [k] power_limit_irq_save_cpu
     0.00%  diag_mult  [kernel.kallsyms]    [k] __radix_tree_lookup
     0.00%  diag_mult  [kernel.kallsyms]    [k] __remove_hrtimer
     0.00%  diag_mult  [kernel.kallsyms]    [k] __wake_up_common_lock
     0.00%  diag_mult  [kernel.kallsyms]    [k] calc_global_load_tick
     0.00%  diag_mult  [kernel.kallsyms]    [k] radix_tree_lookup
     0.00%  diag_mult  [kernel.kallsyms]    [k] tick_sched_handle
     0.00%  diag_mult  [kernel.kallsyms]    [k] chacha20_block
     0.00%  diag_mult  [kernel.kallsyms]    [k] flat_send_IPI_mask
     0.00%  diag_mult  [kernel.kallsyms]    [k] icmp_global_allow
     0.00%  diag_mult  [kernel.kallsyms]    [k] rcu_advance_cbs


#
# (Cannot load tips.txt file, please install perf!)
#
